TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
3021,5,21,0.4285714,2.816123,1.751964,11.36176,12.17472,0.4260349,0.4155651,0.6526538,0.3507096,0.5772301,27.19987,0.4965929,0.5459305,4.443775,23.88365,
3041,5,21,0.4761905,2.804877,1.743197,11.36382,12.18419,0.4152355,0.4136685,0.6468547,0.3523749,0.5758824,27.25328,0.4968089,0.548457,4.462139,23.92228,
3061,5,20,0.5,2.788159,1.747658,10.741,12.27079,0.4214904,0.4139598,0.6452934,0.3502468,0.5715755,27.24796,0.4946966,0.5520065,4.514602,23.93777,
3081,5,21,0.4761905,2.797613,1.750889,11.34533,12.9785,0.4264194,0.4161684,0.6498444,0.3571265,0.5824684,27.36626,0.4981893,0.5472022,4.482856,23.87682,
3101,5,22,0.5,2.791603,1.749925,10.9685,12.88886,0.4322868,0.4159322,0.6366711,0.3579054,0.5887087,27.42111,0.4900243,0.5454308,4.448938,23.98401,
3121,5,20,0.55,2.767284,1.744225,9.768737,12.31305,0.4379674,0.4138275,0.6228479,0.3373834,0.5483295,27.36387,0.4712044,0.5561262,4.510546,23.89189,
3141,5,20,0.55,2.767284,1.744225,9.768737,12.31305,0.4379674,0.4138275,0.6228479,0.3373834,0.5483295,27.36387,0.4712044,0.5561262,4.510546,23.89189,
3161,5,21,0.5238096,2.764708,1.738778,9.777548,12.14357,0.429671,0.4142364,0.6321741,0.3404756,0.5596142,27.37584,0.474297,0.558262,4.445988,23.78034,
3181,5,20,0.6,2.770943,1.742487,10.22688,11.39179,0.4248703,0.4141243,0.6022443,0.329625,0.5539783,27.21182,0.4796067,0.542508,3.989195,23.7577,
3201,5,21,0.5714286,2.770125,1.735953,11.15925,11.36264,0.428757,0.4139878,0.6403022,0.3340087,0.5670925,27.27748,0.484839,0.5510127,3.948255,23.88938,
3221,6,21,0.6666667,2.752054,1.742652,11.02715,11.37424,0.4428815,0.4106381,0.647801,0.3219556,0.5456837,27.46888,0.4786137,0.5507166,3.948699,23.89037,
3241,6,21,0.6666667,2.752054,1.742652,11.02715,11.37424,0.4428815,0.4106381,0.647801,0.3219556,0.5456837,27.46888,0.4786137,0.5507166,3.948699,23.89037,
3261,6,21,0.6666667,2.761656,1.74984,11.45888,11.38826,0.4437987,0.4126404,0.6523228,0.3406341,0.5225871,27.52362,0.4789964,0.5593612,3.941471,24.00592,
3281,6,22,0.6818182,2.756468,1.751971,11.4568,11.30097,0.4490706,0.4131839,0.6573017,0.3429864,0.5320495,27.4826,0.4815849,0.5581323,3.911978,23.98453,
3301,6,22,0.6818182,2.756468,1.751971,11.4568,11.30097,0.4490706,0.4131839,0.6573017,0.3429864,0.5320495,27.4826,0.4815849,0.5581323,3.911978,23.98453,
3321,6,21,0.6666667,2.746593,1.739509,10.97926,11.29518,0.4572141,0.414432,0.6713856,0.3409613,0.5239308,27.40981,0.4788976,0.5626691,3.928781,23.92805,
3341,6,22,0.6363636,2.749565,1.74249,10.94696,11.24988,0.4491963,0.4161012,0.676238,0.3441585,0.5308934,27.36431,0.480957,0.5663245,3.899688,24.0728,
3361,6,23,0.6521739,2.764456,1.742191,10.94976,11.24442,0.4533343,0.4176674,0.6772984,0.3628258,0.5602112,27.22608,0.4839887,0.5581428,3.881576,23.89374,
3381,6,22,0.6363636,2.756615,1.737322,10.424,11.30505,0.4490958,0.4151537,0.6752903,0.361679,0.549117,27.14642,0.4813199,0.5619577,3.887792,23.91407,
3401,6,23,0.5652174,2.758648,1.74854,10.80506,11.23491,0.4537696,0.4171827,0.6800585,0.3633482,0.5587953,26.87904,0.473319,0.5610344,3.862404,23.76959,
3421,6,22,0.5909091,2.755958,1.750309,10.88986,11.28662,0.463424,0.4138386,0.6707626,0.3610787,0.53295,26.94026,0.4691782,0.5611956,3.861533,23.61436,
3441,6,22,0.5454546,2.752351,1.745648,11.28591,11.32357,0.464955,0.4116492,0.6878935,0.3614986,0.5241699,26.73566,0.4768316,0.5637266,3.855978,23.52185,
3461,6,21,0.5238096,2.747096,1.737212,11.68897,11.34926,0.4608746,0.4084754,0.7065596,0.3611789,0.5290601,26.81901,0.4745578,0.5687171,3.890333,23.46337,
3481,6,21,0.5238096,2.747096,1.737212,11.68897,11.34926,0.4608746,0.4084754,0.7065596,0.3611789,0.5290601,26.81901,0.4745578,0.5687171,3.890333,23.46337,
3501,6,22,0.5,2.751957,1.735463,11.63076,11.27486,0.4530956,0.4095444,0.7133169,0.3616023,0.5223222,26.92733,0.4757968,0.5667161,3.85689,23.51587,
3521,7,24,0.4583333,2.728387,1.742846,12.00691,11.27873,0.4496046,0.4069982,0.6937866,0.3649051,0.5369727,27.07308,0.4731714,0.5587633,3.797492,23.44782,
3541,7,23,0.4782609,2.720078,1.738483,11.57114,11.34301,0.4486007,0.4062367,0.7080551,0.3659027,0.5435837,27.2997,0.4726097,0.5598752,3.819239,23.36133,
3561,7,22,0.5454546,2.703928,1.715457,11.59583,11.33264,0.4433132,0.4050201,0.7055364,0.3649378,0.5331224,27.49808,0.4703048,0.5622483,3.834841,23.3138,
3582,7,22,0.5454546,2.703928,1.715457,11.59583,11.33264,0.4433132,0.4050201,0.7055364,0.3649378,0.5331224,27.49808,0.4703048,0.5622483,3.834841,23.3138,
3602,7,22,0.5454546,2.703928,1.715457,11.59583,11.33264,0.4433132,0.4050201,0.7055364,0.3649378,0.5331224,27.49808,0.4703048,0.5622483,3.834841,23.3138,
3622,7,22,0.5454546,2.703928,1.715457,11.59583,11.33264,0.4433132,0.4050201,0.7055364,0.3649378,0.5331224,27.49808,0.4703048,0.5622483,3.834841,23.3138,
3642,7,23,0.5217391,2.695898,1.723372,11.57707,11.32269,0.4502799,0.4073209,0.7057325,0.352211,0.526801,27.53249,0.4717331,0.5692373,3.825731,23.44056,
3662,7,22,0.5,2.703094,1.72089,11.65857,11.38299,0.4444571,0.4094357,0.7004726,0.350863,0.5155159,27.5201,0.4712113,0.5721149,3.842734,23.5509,
3682,7,24,0.5,2.68505,1.721954,11.96156,11.33561,0.4270656,0.4087555,0.6845173,0.3393451,0.5559631,27.65487,0.4852489,0.5759742,3.834262,23.42595,
3702,7,23,0.4782609,2.685046,1.708189,11.51985,11.46918,0.4262082,0.4123699,0.6978883,0.339445,0.5266204,27.39818,0.4804914,0.578952,3.854739,23.48779,
3722,7,21,0.5238096,2.677895,1.690227,11.5165,11.52508,0.4113417,0.4095657,0.6944162,0.3500465,0.539551,27.52549,0.4795145,0.5741826,3.906871,23.3663,
3742,7,23,0.5652174,2.663669,1.697741,11.84847,11.39262,0.4106121,0.4101565,0.6944356,0.3410659,0.5496626,27.55428,0.4797433,0.5839432,3.848223,23.38597,
3762,7,23,0.5652174,2.663669,1.697741,11.84847,11.39262,0.4106121,0.4101565,0.6944356,0.3410659,0.5496626,27.55428,0.4797433,0.5839432,3.848223,23.38597,
3782,7,25,0.52,2.651181,1.706001,11.77923,11.26792,0.4222216,0.404661,0.708989,0.332831,0.5367116,27.39881,0.4818426,0.578357,3.834573,23.73257,
3802,6,24,0.5416667,2.639764,1.711523,11.78697,11.38871,0.4267886,0.4029333,0.6999603,0.3483696,0.557572,27.44748,0.4796144,0.5871805,3.833085,23.50673,
3822,6,23,0.5652174,2.638894,1.708977,11.80595,11.43195,0.4219201,0.4008626,0.6920326,0.3603753,0.5653561,27.57789,0.4781807,0.5870773,3.856961,23.45358,
3842,6,23,0.5217391,2.634577,1.685413,11.74419,11.44363,0.4229485,0.4010003,0.6917608,0.3603297,0.5435382,27.44169,0.4782163,0.5745011,3.87721,23.47903,
3862,6,24,0.5,2.624893,1.685532,11.71394,11.43374,0.4169528,0.3996452,0.6951631,0.3485095,0.5371237,27.5369,0.4801645,0.5743301,3.879589,23.54625,
3882,6,23,0.5217391,2.628095,1.687581,11.72904,11.45379,0.4230281,0.3990275,0.6897531,0.3449333,0.5269966,27.5314,0.4844623,0.578045,3.917348,23.64296,
3902,6,23,0.5217391,2.628095,1.687581,11.72904,11.45379,0.4230281,0.3990275,0.6897531,0.3449333,0.5269966,27.5314,0.4844623,0.578045,3.917348,23.64296,
3922,6,21,0.5238096,2.613017,1.675003,11.7636,11.46304,0.4104795,0.3947048,0.6927066,0.3367482,0.5303277,27.70556,0.4841627,0.5766962,3.962466,23.70629,
3942,6,23,0.5217391,2.603166,1.67953,12.11143,11.42315,0.4004106,0.3963025,0.6921231,0.3268129,0.5174905,27.7341,0.4871555,0.5734352,3.954426,23.73459,
3962,6,22,0.5,2.600339,1.67725,12.52309,11.44209,0.393361,0.3956356,0.7072181,0.3246561,0.5082967,27.69597,0.494819,0.5763989,3.964325,23.62094,
3982,6,24,0.4166667,2.60509,1.712223,12.7567,11.15303,0.3917159,0.398301,0.7189186,0.3365992,0.51012,27.61932,0.4931054,0.572583,3.906516,23.80674,
4002,6,25,0.44,2.602955,1.713346,12.6482,11.05956,0.3984223,0.4003634,0.7135285,0.3379393,0.5062653,27.50969,0.4945221,0.5715891,3.890054,23.79542,
4022,7,24,0.4166667,2.616401,1.706191,12.36023,10.82849,0.3807487,0.4018453,0.717685,0.3470306,0.4674086,27.21073,0.4982219,0.573426,3.945491,23.73053,
4042,7,24,0.4166667,2.616401,1.706191,12.36023,10.82849,0.3807487,0.4018453,0.717685,0.3470306,0.4674086,27.21073,0.4982219,0.573426,3.945491,23.73053,
4062,7,23,0.4347826,2.616676,1.693629,12.42401,10.92761,0.3850266,0.4007431,0.7098878,0.3409384,0.4701399,27.1123,0.4982705,0.5737758,3.964629,23.75826,
4082,7,23,0.4782609,2.623389,1.680135,12.52314,10.85449,0.4000825,0.3999734,0.6967201,0.3261276,0.4668806,27.41283,0.4999262,0.5779477,3.96138,23.44503,
4102,7,24,0.5,2.622574,1.673152,12.83582,10.83655,0.397183,0.3996352,0.6963706,0.3451265,0.4629582,27.43317,0.4996786,0.5780826,3.921247,23.41524,
4122,7,25,0.48,2.608878,1.68292,12.80253,10.68116,0.3825892,0.4005467,0.6963618,0.3349741,0.4575498,27.45448,0.5018901,0.577534,3.909682,23.30419,
4142,7,25,0.48,2.619519,1.683868,12.82508,10.67198,0.3834481,0.4015132,0.696018,0.3196632,0.456892,27.42252,0.501986,0.5769519,3.877609,23.21477,
4162,7,24,0.5,2.632163,1.676896,12.95094,10.73233,0.3993452,0.4007866,0.6938581,0.3159491,0.447901,27.43174,0.5024282,0.577244,3.937346,23.13391,
4182,7,24,0.5,2.632163,1.676896,12.95094,10.73233,0.3993452,0.4007866,0.6938581,0.3159491,0.447901,27.43174,0.5024282,0.577244,3.937346,23.13391,
4202,7,26,0.5,2.622106,1.675136,13.2375,10.72909,0.3932359,0.4026831,0.6948099,0.3099966,0.4427198,27.42076,0.5039186,0.5800483,3.910084,23.18326,
4222,7,26,0.5,2.614395,1.672292,13.20367,10.71559,0.3914801,0.4010936,0.6970419,0.2968171,0.4319386,27.3582,0.5046271,0.5749475,3.938478,23.1173,
4242,7,26,0.5,2.608183,1.662517,13.23022,10.74064,0.3949379,0.4014404,0.6865745,0.2822048,0.4312105,27.48454,0.505437,0.5780967,3.909751,23.2467,
4262,7,24,0.5416667,2.613616,1.649207,12.5327,10.73258,0.4026793,0.3984428,0.6893528,0.2839387,0.4352202,27.44168,0.5043818,0.5804375,3.91384,23.09338,
4282,7,26,0.5,2.609921,1.663956,12.37513,10.64001,0.4049766,0.3983316,0.6931514,0.2924576,0.4290288,27.24263,0.5039198,0.5821563,3.901983,23.06269,
4302,7,24,0.5,2.609902,1.668571,12.50097,10.67501,0.392703,0.3965009,0.7047677,0.2848949,0.4185459,27.32037,0.502946,0.5885074,3.938586,22.9502,
4322,7,26,0.4615385,2.599803,1.673438,12.36648,10.63597,0.3959918,0.3987493,0.7057502,0.2942448,0.4144172,27.00213,0.5037833,0.5813648,3.902617,22.98172,
4342,7,25,0.44,2.605491,1.671695,11.98839,10.72318,0.3996443,0.399428,0.7085689,0.2880756,0.4165797,27.04869,0.503606,0.5811951,3.94167,22.90585,
4362,7,24,0.4583333,2.602957,1.667428,12.1087,10.73341,0.4029134,0.3993247,0.7177827,0.2956277,0.4193946,27.15126,0.5008564,0.5845301,3.939269,22.91521,
4382,7,25,0.44,2.61715,1.667002,12.02445,10.79565,0.3981577,0.403147,0.7216583,0.3023442,0.4179684,27.29208,0.5007502,0.5828593,3.927302,22.98547,
4402,7,24,0.4166667,2.620168,1.646203,11.57614,10.76339,0.4123384,0.3984102,0.7279999,0.3074178,0.4217303,26.93196,0.4987471,0.5802454,3.98147,22.83566,
4422,7,25,0.4,2.618361,1.634518,11.56046,10.56084,0.4278651,0.3955611,0.701598,0.3041171,0.4203191,26.56581,0.501643,0.5804897,3.944203,22.91994,
4442,7,22,0.4090909,2.617003,1.625814,11.75335,10.65824,0.4099121,0.3903947,0.6980118,0.3089251,0.4240551,26.8428,0.4990417,0.5866783,4.003401,22.85916,
4462,7,24,0.375,2.62638,1.625428,11.76508,10.61809,0.4066921,0.3966032,0.6997684,0.316965,0.4146604,26.56154,0.5021188,0.5823917,3.969144,22.96269,
4482,7,24,0.375,2.625334,1.64925,12.16988,9.823392,0.3942255,0.4145101,0.6985913,0.2986513,0.4166539,26.69686,0.5105745,0.5692673,3.606562,23.55454,
4502,7,22,0.4090909,2.611041,1.665391,12.45631,9.844675,0.4001256,0.4162249,0.6770595,0.2907033,0.4000347,27.31814,0.507303,0.5731068,3.527993,23.62622,
4522,7,22,0.4090909,2.592713,1.679266,12.50307,9.912225,0.3865201,0.4162591,0.6995512,0.2935531,0.401358,27.18595,0.5043484,0.5746477,3.579109,23.5815,
4542,7,23,0.3478261,2.605009,1.681166,12.36555,9.965935,0.3726045,0.4224908,0.7011753,0.2855044,0.3880337,27.05276,0.5056327,0.5786877,3.55257,23.57647,
4562,7,24,0.3333333,2.608094,1.669329,12.33976,9.997914,0.3697111,0.4219322,0.7064972,0.2872486,0.3870486,27.04556,0.505248,0.5864888,3.530161,23.60767,
4582,7,23,0.3478261,2.589581,1.685171,12.47779,9.993979,0.3746825,0.4195094,0.7064509,0.2973341,0.3884649,26.81118,0.5036626,0.5810443,3.537585,23.54093,
4602,7,23,0.3913043,2.585655,1.682477,12.50981,9.946721,0.3740451,0.4196787,0.6965613,0.3002447,0.387071,26.83756,0.5063912,0.5755921,3.479088,23.50628,
4622,7,23,0.3913043,2.585655,1.682477,12.50981,9.946721,0.3740451,0.4196787,0.6965613,0.3002447,0.387071,26.83756,0.5063912,0.5755921,3.479088,23.50628,
4642,7,23,0.3913043,2.585655,1.682477,12.50981,9.946721,0.3740451,0.4196787,0.6965613,0.3002447,0.387071,26.83756,0.5063912,0.5755921,3.479088,23.50628,
4662,7,23,0.4347826,2.604206,1.677495,12.42849,9.991238,0.3748123,0.4220821,0.6943863,0.2982515,0.3884887,26.86148,0.5063226,0.5777535,3.497597,23.45959,
4682,7,23,0.4347826,2.602714,1.682218,12.43668,10.03406,0.3725351,0.4207742,0.6930086,0.2968996,0.3894976,26.88142,0.5057243,0.5787246,3.512003,23.52393,
4702,7,23,0.4347826,2.602714,1.682218,12.43668,10.03406,0.3725351,0.4207742,0.6930086,0.2968996,0.3894976,26.88142,0.5057243,0.5787246,3.512003,23.52393,
4722,7,23,0.4782609,2.578726,1.658886,12.46253,10.1272,0.3599162,0.420032,0.6850163,0.2968229,0.3896904,26.90568,0.50981,0.5728405,3.457757,23.52801,
4742,7,22,0.5,2.574166,1.670786,12.49508,10.09965,0.3624959,0.4205297,0.6784761,0.2954346,0.3908403,26.90684,0.5104196,0.5640643,3.477894,23.49177,
4762,7,23,0.5217391,2.562855,1.67261,12.43248,10.12086,0.3596698,0.4201187,0.6737365,0.2973553,0.3892426,26.86664,0.51091,0.5574171,3.479475,23.49921,
4782,7,25,0.48,2.563426,1.678235,12.43063,10.23485,0.3434691,0.4158761,0.7012664,0.3116968,0.3876229,26.46938,0.511257,0.5513775,3.479547,23.7012,
4802,7,26,0.4615385,2.571974,1.680763,12.39328,10.25806,0.3409882,0.4160342,0.7024277,0.3026131,0.3871376,26.58858,0.5107965,0.5534178,3.461457,23.6542,
4822,7,30,0.4,2.540282,1.678698,12.63545,10.19368,0.3306848,0.417658,0.6973943,0.3174038,0.4004083,26.55219,0.512638,0.5491557,3.523842,23.64059,
4842,7,29,0.4137931,2.532846,1.695664,12.61143,10.25552,0.3319433,0.4167556,0.683183,0.3241699,0.4008747,26.52767,0.5151445,0.5466509,3.472979,23.73227,
4862,7,29,0.4482759,2.526194,1.704444,12.9077,10.24368,0.3311967,0.4167138,0.6809049,0.3104336,0.4009066,26.78457,0.5159222,0.5438009,3.460582,23.54697,
4882,8,30,0.4333333,2.494802,1.705957,13.17589,10.26365,0.3289305,0.4140619,0.6697268,0.3179472,0.3983932,26.71911,0.5179845,0.5362745,3.475131,23.59053,
4902,8,29,0.4482759,2.495329,1.703393,12.92495,10.2655,0.3305551,0.4123857,0.6820527,0.3264115,0.3988974,26.60747,0.5183367,0.5344234,3.486977,23.61797,
4922,8,28,0.5,2.496576,1.709408,13.01505,10.21578,0.3332267,0.4134741,0.6782826,0.321479,0.3982568,26.63771,0.5165873,0.5373829,3.485387,23.64392,
4942,8,30,0.5,2.478511,1.720892,12.91393,10.19531,0.3285556,0.412705,0.6705069,0.3259846,0.3956286,26.50372,0.5190147,0.539056,3.500467,23.60921,
4962,8,31,0.516129,2.466677,1.704175,12.95335,10.16607,0.3281176,0.4139551,0.6673042,0.3282356,0.3950916,26.51522,0.5202463,0.5386814,3.492042,23.53108,
4982,7,32,0.53125,2.495359,1.722541,12.8035,10.15388,0.3266527,0.4163986,0.6658249,0.3286129,0.3935379,26.44943,0.5197455,0.5408896,3.503735,23.49069,
5002,7,31,0.516129,2.498675,1.722063,12.90857,10.18699,0.3297104,0.4172281,0.668343,0.326951,0.3943666,26.45821,0.5203949,0.5412756,3.536847,23.60528,
5022,7,32,0.53125,2.507979,1.711754,12.82962,10.1356,0.3276925,0.4180204,0.6649898,0.3277185,0.3914935,26.40847,0.5212636,0.544556,3.554745,23.44393,
5042,7,32,0.53125,2.507979,1.711754,12.82962,10.1356,0.3276925,0.4180204,0.6649898,0.3277185,0.3914935,26.40847,0.5212636,0.544556,3.554745,23.44393,
5062,7,31,0.516129,2.496047,1.71918,12.82496,10.17713,0.3298632,0.4170481,0.6688195,0.3267385,0.3939905,26.47196,0.5212892,0.5434099,3.547055,23.42289,
5082,7,30,0.5333334,2.486392,1.718354,12.87048,10.15508,0.3315598,0.4169502,0.6667315,0.3351124,0.3946234,26.36873,0.5220228,0.5413761,3.564983,23.45435,
5102,7,30,0.5333334,2.486392,1.718354,12.87048,10.15508,0.3315598,0.4169502,0.6667315,0.3351124,0.3946234,26.36873,0.5220228,0.5413761,3.564983,23.45435,
5122,7,29,0.5517241,2.482892,1.720044,12.90312,10.1558,0.3343773,0.4169328,0.6602166,0.3353271,0.3959874,26.32868,0.522516,0.5417615,3.568939,23.48485,
5142,7,28,0.5357143,2.471877,1.725383,12.98777,10.13331,0.3351373,0.415587,0.662576,0.3327,0.397026,26.38503,0.5235162,0.5420032,3.580446,23.48338,
5162,7,28,0.5357143,2.471877,1.725383,12.98777,10.13331,0.3351373,0.415587,0.662576,0.3327,0.397026,26.38503,0.5235162,0.5420032,3.580446,23.48338,
5182,7,27,0.5555556,2.468274,1.726416,13.08044,10.04715,0.3356395,0.4127569,0.6509882,0.3310074,0.3985237,26.37587,0.5234988,0.5395404,3.604966,23.39162,
5202,7,23,0.6086956,2.449851,1.736799,13.25837,9.873098,0.3549144,0.4162424,0.6285301,0.3274122,0.4092993,26.64541,0.5230855,0.5497431,3.647955,23.2045,
5222,7,24,0.5833333,2.443864,1.741823,13.13918,9.954208,0.3517641,0.4162236,0.6375653,0.3309434,0.4079969,26.62083,0.5245092,0.5513943,3.625031,23.26853,
5242,7,23,0.6521739,2.429028,1.77573,13.49361,9.996181,0.3553883,0.4145148,0.6496312,0.3291755,0.409115,26.82293,0.5231686,0.5476699,3.601748,23.38135,
5262,7,23,0.6086956,2.419026,1.766807,13.03618,10.00846,0.3551172,0.4152465,0.6492027,0.343073,0.40778,26.57182,0.5249677,0.5439039,3.567931,23.35361,
5282,7,22,0.5909091,2.409777,1.756659,13.15014,9.981795,0.3575241,0.4123188,0.6499927,0.3388569,0.4115329,26.60607,0.5246148,0.5485672,3.568184,23.29102,
5302,7,23,0.5652174,2.422446,1.760792,13.05672,9.993144,0.3542499,0.4142364,0.6570274,0.3416254,0.4099472,26.62668,0.5227686,0.550346,3.58335,23.26951,
5322,7,22,0.5909091,2.433492,1.754664,12.76867,9.9833,0.347526,0.4153816,0.6473616,0.3366543,0.3860481,26.51113,0.5244651,0.5498651,3.577351,23.21946,
5342,7,24,0.5416667,2.440033,1.746319,12.569,10.02013,0.343399,0.421525,0.649078,0.3423577,0.3828291,26.51695,0.5220508,0.554038,3.603266,23.22437,
5362,7,24,0.5416667,2.440033,1.746319,12.569,10.02013,0.343399,0.421525,0.649078,0.3423577,0.3828291,26.51695,0.5220508,0.554038,3.603266,23.22437,
5382,7,23,0.5652174,2.451652,1.750205,12.65493,9.980919,0.3456847,0.4222568,0.6430928,0.3400261,0.3845987,26.59723,0.5193874,0.5595761,3.612102,23.22219,
5402,7,22,0.5909091,2.440311,1.745591,12.73009,9.969013,0.3485696,0.4207038,0.6354247,0.337185,0.3850323,26.57529,0.5210798,0.558217,3.598243,23.24155,
5422,7,23,0.5652174,2.42864,1.751396,12.6472,9.922791,0.3455562,0.4263536,0.6319773,0.3378327,0.3850441,26.55039,0.5213999,0.562075,3.605224,23.14264,
5442,7,22,0.5909091,2.434757,1.751708,12.75669,9.825436,0.3470886,0.4214201,0.6364411,0.33657,0.3870036,26.56157,0.5220214,0.5613456,3.604664,23.1492,
5462,7,23,0.5652174,2.43419,1.749261,12.70535,9.906473,0.3449309,0.418491,0.643778,0.3254988,0.3845105,26.47694,0.5221514,0.5538395,3.626921,23.29573,
5482,7,23,0.5652174,2.43419,1.749261,12.70535,9.906473,0.3449309,0.418491,0.643778,0.3254988,0.3845105,26.47694,0.5221514,0.5538395,3.626921,23.29573,
5502,7,23,0.5652174,2.43419,1.749261,12.70535,9.906473,0.3449309,0.418491,0.643778,0.3254988,0.3845105,26.47694,0.5221514,0.5538395,3.626921,23.29573,
5522,8,25,0.52,2.420985,1.76597,12.60147,9.843941,0.3414972,0.4137267,0.6372143,0.3316275,0.3794295,26.29827,0.5269785,0.54275,3.624525,23.1157,
5542,8,22,0.5909091,2.429098,1.762856,12.84042,9.874109,0.348453,0.4068544,0.6375297,0.3256813,0.3821685,26.31072,0.5277466,0.5401416,3.596877,23.11021,
5562,8,22,0.5909091,2.429098,1.762856,12.84042,9.874109,0.348453,0.4068544,0.6375297,0.3256813,0.3821685,26.31072,0.5277466,0.5401416,3.596877,23.11021,
5582,8,23,0.5652174,2.445759,1.747161,12.69412,9.829959,0.3477145,0.406312,0.6368271,0.3264428,0.3795213,26.28693,0.5281362,0.5355192,3.629327,22.91789,
5602,7,23,0.5652174,2.424711,1.732041,12.63195,9.988478,0.3462539,0.4067588,0.6284396,0.3267136,0.382347,26.39344,0.5267664,0.5403851,3.630385,23.17685,
5622,7,23,0.5652174,2.424711,1.732041,12.63195,9.988478,0.3462539,0.4067588,0.6284396,0.3267136,0.382347,26.39344,0.5267664,0.5403851,3.630385,23.17685,
5642,7,25,0.52,2.412743,1.737454,12.51023,10.13219,0.3414334,0.4035297,0.6435138,0.3204341,0.3824241,26.1833,0.5296544,0.53579,3.60611,23.28399,
5662,8,26,0.5769231,2.440948,1.713239,12.32931,9.999125,0.3325649,0.4079984,0.6437718,0.3185625,0.3789011,26.09071,0.5260124,0.5388803,3.641172,23.08935,
5682,8,29,0.5172414,2.431567,1.702519,12.19114,10.11052,0.3282324,0.4089693,0.6459132,0.323896,0.3779466,25.74142,0.5256385,0.5308688,3.689093,23.13729,
5702,8,30,0.5,2.416853,1.694305,12.20051,10.10135,0.3251317,0.4083413,0.6533098,0.325766,0.3781478,25.9387,0.5271072,0.5338558,3.664104,23.31408,
5722,8,30,0.5,2.416853,1.694305,12.20051,10.10135,0.3251317,0.4083413,0.6533098,0.325766,0.3781478,25.9387,0.5271072,0.5338558,3.664104,23.31408,
5742,8,29,0.5517241,2.417042,1.684224,12.18636,10.12231,0.3252732,0.4121088,0.6394526,0.3442728,0.3788831,25.79538,0.5270038,0.54011,3.646956,23.16305,
5762,8,31,0.5483871,2.407773,1.709123,12.10766,10.115,0.3224636,0.4096421,0.6421264,0.3489856,0.3777322,25.66892,0.5258622,0.5391704,3.673187,23.14789,
5782,8,31,0.5483871,2.407773,1.709123,12.10766,10.115,0.3224636,0.4096421,0.6421264,0.3489856,0.3777322,25.66892,0.5258622,0.5391704,3.673187,23.14789,
5802,8,30,0.5666667,2.403646,1.722443,12.10545,10.15017,0.3235672,0.4078065,0.645007,0.3495607,0.3790036,25.73362,0.5254061,0.5423122,3.651131,23.07393,
5822,8,30,0.6,2.403306,1.745005,12.08893,10.02708,0.3217745,0.4069276,0.6596727,0.3401914,0.379449,25.6423,0.524151,0.5405989,3.651002,23.07553,
5842,8,32,0.59375,2.387026,1.763015,12.32958,9.987097,0.3200737,0.4087585,0.6685703,0.3335973,0.3797421,25.90069,0.5223232,0.5417131,3.670847,23.0396,
5862,8,29,0.6206896,2.38913,1.763148,12.20102,9.873125,0.3233997,0.4079407,0.6681208,0.3285058,0.3819942,26.1871,0.5232344,0.5463966,3.661661,22.83903,
5882,8,30,0.6,2.377026,1.755823,12.09479,9.958681,0.3215402,0.4106983,0.6727005,0.3293506,0.3818538,26.44409,0.5228508,0.5522951,3.665812,22.87176,
5902,8,30,0.6,2.362808,1.767584,12.12264,10.05787,0.3219875,0.4082652,0.6727114,0.3203001,0.3850095,26.48988,0.5238309,0.5511457,3.664574,23.02085,
5922,8,31,0.5806451,2.37258,1.775995,12.06437,10.02476,0.3204264,0.4085515,0.6738903,0.323576,0.3835589,26.43339,0.5217351,0.5546814,3.654729,22.83506,
5942,8,31,0.6129032,2.373106,1.770238,12.09277,9.943769,0.3244954,0.4068278,0.6742663,0.328807,0.3838286,26.45305,0.5202455,0.5479847,3.625242,22.84626,
5962,8,30,0.6,2.38182,1.789157,12.02466,9.965604,0.3248127,0.4053401,0.6777012,0.3265751,0.3839901,26.43947,0.5190138,0.5486695,3.638107,22.90156,
5982,8,31,0.5483871,2.379785,1.784368,11.96935,10.04157,0.3229797,0.4041508,0.6903297,0.3068978,0.3846453,26.46743,0.5162565,0.5475052,3.659341,22.87747,
