TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
18067,15,44,0.4545455,1.673471,2.234942,10.52841,8.802511,0.2809104,0.3384512,0.6634628,0.3168316,0.3076953,24.95738,0.5900619,0.54797,3.654199,24.23171,
18087,15,43,0.4651163,1.684425,2.261306,10.705,8.735298,0.2813345,0.33908,0.6502793,0.3153602,0.3076027,25.00165,0.5911449,0.5479335,3.624751,24.29887,
18107,15,42,0.4761905,1.692505,2.273385,10.69291,8.729582,0.2809704,0.3380901,0.6429432,0.315367,0.3052219,24.98286,0.5884523,0.5487424,3.626681,24.38212,
18127,15,44,0.4772727,1.696213,2.282708,10.79655,8.777678,0.2808028,0.3375056,0.6541184,0.3167334,0.3046333,24.901,0.5881017,0.5461608,3.633582,24.41023,
18147,15,46,0.4782609,1.691381,2.26873,10.76255,8.798963,0.2803897,0.3366604,0.6487784,0.3165868,0.3043594,25.0239,0.5863174,0.5490112,3.62852,24.46675,
18167,15,47,0.4893617,1.690751,2.276468,10.6993,8.836911,0.279975,0.3371782,0.6463129,0.3165522,0.3049053,24.97888,0.5853205,0.5486954,3.619573,24.57944,
18187,15,43,0.5116279,1.680007,2.272398,10.65038,8.909855,0.2789563,0.3368982,0.6545913,0.3144409,0.3045582,24.80058,0.5853456,0.5519308,3.608868,24.67778,
18208,15,41,0.4634146,1.673232,2.281028,10.91034,9.025957,0.2803499,0.337447,0.6517591,0.3169462,0.3055374,24.9708,0.5848185,0.5506265,3.612288,24.79186,
18228,15,40,0.475,1.679827,2.298032,11.06954,9.022201,0.2786626,0.3385105,0.6497454,0.3124425,0.3047731,24.75816,0.5841722,0.5562206,3.566567,24.71189,
18248,15,42,0.4761905,1.691104,2.280761,11.07881,9.085473,0.2788614,0.3378813,0.645336,0.3116879,0.3086606,24.91252,0.5827448,0.5541204,3.570324,24.80727,
18268,15,42,0.5,1.696536,2.265767,11.08186,9.19234,0.2783046,0.3364014,0.6442738,0.3133225,0.3108479,25.04513,0.5799539,0.5518612,3.574077,24.80058,
18288,15,42,0.5238096,1.705392,2.276738,11.00414,9.202627,0.2786263,0.3381805,0.6430507,0.3151577,0.3108878,25.04354,0.5795549,0.5507599,3.56894,24.61955,
18308,15,43,0.4883721,1.704829,2.280913,10.8288,9.266104,0.2787819,0.3350363,0.6326491,0.3167948,0.3150917,24.97248,0.5805477,0.549274,3.557975,24.72042,
18328,15,42,0.5,1.696121,2.290946,10.65175,9.251161,0.2788386,0.3342733,0.6272153,0.3169293,0.3145987,24.71279,0.5844318,0.5495639,3.542838,24.73774,
18348,15,42,0.5238096,1.692979,2.310521,10.67151,9.209948,0.2788099,0.3326044,0.6274144,0.3144462,0.3162515,24.6513,0.5845019,0.5548187,3.535748,24.71985,
18368,15,41,0.5365854,1.691119,2.310456,10.53936,9.222485,0.2791441,0.3310888,0.6202652,0.3136536,0.3174354,24.74453,0.5870567,0.5548633,3.532415,24.63829,
18388,15,40,0.55,1.685409,2.311034,10.61985,9.266624,0.2783554,0.3319265,0.620768,0.3126749,0.3174108,24.70719,0.5858392,0.5534315,3.53359,24.61389,
18408,15,39,0.5641026,1.676716,2.330105,10.68423,9.214109,0.2788141,0.3330888,0.6225972,0.311543,0.3179978,24.63474,0.5853167,0.5527053,3.540738,24.59537,
18428,15,41,0.5853658,1.682227,2.314376,10.68801,9.166709,0.2777366,0.3314079,0.6172517,0.3088938,0.3173977,24.7121,0.5865475,0.5524428,3.547791,24.68939,
18448,15,42,0.5714286,1.688984,2.327618,10.76049,9.166117,0.2777185,0.3305299,0.6139511,0.3088977,0.3172722,24.7098,0.583698,0.5528373,3.532723,24.63079,
18468,15,43,0.5813953,1.690508,2.328974,10.76778,9.153231,0.2777119,0.3296563,0.6115234,0.3085574,0.3195236,24.71422,0.5838764,0.5518364,3.523563,24.67409,
18488,15,45,0.5555556,1.690386,2.331045,10.74384,9.228287,0.2758308,0.3284217,0.6060019,0.3109082,0.3180144,24.71829,0.58155,0.5494318,3.506475,24.50504,
18508,15,43,0.5581396,1.691128,2.321653,10.69886,9.252805,0.2764862,0.3265634,0.5993076,0.3106593,0.3200877,24.77923,0.5859788,0.5455666,3.511189,24.39305,
18528,15,43,0.5581396,1.699683,2.3324,10.47218,9.280622,0.2770179,0.3271404,0.6000421,0.3100631,0.3236552,24.84825,0.5883934,0.5414064,3.529516,24.15841,
18548,15,44,0.5681818,1.681071,2.349572,10.47811,9.279923,0.276464,0.3238432,0.5908306,0.3078222,0.3248951,24.82925,0.594902,0.542367,3.48566,24.13939,
18568,15,43,0.5813953,1.67553,2.341317,10.52802,9.227874,0.2768602,0.3246804,0.5924416,0.3082529,0.3245783,24.84708,0.5952839,0.5438929,3.486115,24.06663,
18588,15,41,0.5853658,1.671404,2.326494,10.45125,9.18411,0.2753957,0.3266385,0.5805194,0.3062873,0.3261586,24.70901,0.5946403,0.5454538,3.464308,24.05938,
18608,15,40,0.6,1.674066,2.315631,10.47266,9.172651,0.2759317,0.327313,0.5826562,0.3073791,0.3245168,24.63761,0.5906257,0.5457063,3.468667,24.08374,
18628,15,40,0.6,1.676593,2.290449,10.47707,9.135736,0.2748968,0.3236397,0.5815244,0.3051707,0.325009,24.6707,0.5885139,0.5496536,3.455969,24.11437,
18648,16,39,0.6410257,1.67766,2.28776,10.30811,9.220727,0.2772185,0.3205645,0.5768347,0.2998959,0.3250387,24.66038,0.5871483,0.5482586,3.442699,23.8834,
18668,16,39,0.6153846,1.667924,2.267673,10.37043,9.240138,0.2759329,0.3203174,0.5755186,0.3017623,0.3264694,24.82111,0.5901549,0.544952,3.449058,23.80777,
18688,16,39,0.6410257,1.67621,2.293686,10.37506,9.224137,0.2766955,0.3181498,0.5700398,0.2985149,0.3255672,24.72703,0.5850376,0.5470598,3.429291,23.89644,
18708,16,39,0.6410257,1.67621,2.293686,10.37506,9.224137,0.2766955,0.3181498,0.5700398,0.2985149,0.3255672,24.72703,0.5850376,0.5470598,3.429291,23.89644,
18728,16,39,0.6153846,1.682708,2.26474,10.28565,9.275014,0.2767543,0.3187227,0.5697953,0.3006703,0.3243705,24.7777,0.5819841,0.5431598,3.426355,23.81819,
18748,16,40,0.6,1.700006,2.280342,10.30096,9.269731,0.2757181,0.3178446,0.5677196,0.3003269,0.3259715,24.87409,0.5828121,0.5448101,3.421749,23.8232,
18768,16,42,0.5952381,1.70428,2.271017,10.26263,9.272974,0.2759098,0.3167581,0.5667606,0.2989293,0.3263559,24.91785,0.5840264,0.5443543,3.433031,23.95853,
18788,16,40,0.625,1.706937,2.280806,10.19745,9.21345,0.2763075,0.3170905,0.5696235,0.2977759,0.323316,24.88316,0.5840687,0.5475069,3.42696,23.79104,
18808,16,40,0.625,1.697002,2.29985,10.29187,9.222189,0.2753576,0.3204338,0.5614895,0.2963745,0.3220989,24.89733,0.5816117,0.5461424,3.43622,23.98848,
18828,16,41,0.6097561,1.690974,2.311053,10.20823,9.170051,0.2750484,0.3231303,0.5626217,0.2972744,0.3215029,24.87142,0.5842742,0.544931,3.449111,23.86533,
18848,16,38,0.6578947,1.672266,2.304724,10.21322,9.116029,0.275624,0.3242287,0.567055,0.2948145,0.3175268,24.74119,0.5836571,0.5455912,3.439374,23.8724,
18868,16,41,0.6585366,1.667394,2.306782,10.21188,9.052034,0.277101,0.3281329,0.5659545,0.2910134,0.3180296,24.68459,0.5876859,0.5415078,3.452785,23.90428,
18888,16,41,0.6829268,1.652796,2.325999,10.20091,9.109288,0.2790612,0.3248452,0.5659065,0.2906367,0.3192966,24.70559,0.5849074,0.5393209,3.461105,23.80655,
18908,16,41,0.7560976,1.655176,2.311789,10.2454,9.161694,0.2802232,0.3189813,0.5650754,0.2909594,0.319645,24.7588,0.583886,0.5381744,3.471299,23.84287,
18928,16,41,0.7560976,1.655176,2.311789,10.2454,9.161694,0.2802232,0.3189813,0.5650754,0.2909594,0.319645,24.7588,0.583886,0.5381744,3.471299,23.84287,
18948,16,39,0.7435898,1.649939,2.288573,10.36977,9.096413,0.27906,0.3186563,0.5637242,0.2917295,0.3191004,24.90549,0.58962,0.5380995,3.486862,23.70465,
18968,16,38,0.7631579,1.657486,2.305478,10.31017,9.088272,0.2788814,0.318685,0.5654725,0.2907636,0.3174351,24.87589,0.5897435,0.5365463,3.493973,23.77395,
18988,16,38,0.7631579,1.657486,2.305478,10.31017,9.088272,0.2788814,0.318685,0.5654725,0.2907636,0.3174351,24.87589,0.5897435,0.5365463,3.493973,23.77395,
19008,16,38,0.7631579,1.657486,2.305478,10.31017,9.088272,0.2788814,0.318685,0.5654725,0.2907636,0.3174351,24.87589,0.5897435,0.5365463,3.493973,23.77395,
19028,16,39,0.7435898,1.662974,2.308752,10.25552,9.087496,0.2784578,0.318168,0.5639429,0.2911843,0.3178304,24.89117,0.5929901,0.5373122,3.481246,23.71733,
19048,16,39,0.7435898,1.662974,2.308752,10.25552,9.087496,0.2784578,0.318168,0.5639429,0.2911843,0.3178304,24.89117,0.5929901,0.5373122,3.481246,23.71733,
19068,16,41,0.7073171,1.675299,2.302825,10.43605,9.033356,0.2780763,0.3176683,0.5635828,0.2903581,0.3187211,24.90971,0.5953501,0.5379443,3.462543,23.5696,
19088,16,41,0.7073171,1.675299,2.302825,10.43605,9.033356,0.2780763,0.3176683,0.5635828,0.2903581,0.3187211,24.90971,0.5953501,0.5379443,3.462543,23.5696,
19108,16,41,0.7073171,1.683174,2.285348,10.54098,9.06851,0.2775692,0.3190585,0.5643304,0.2880998,0.3186936,24.93454,0.5962992,0.53826,3.469372,23.5247,
19128,16,41,0.7073171,1.682837,2.28307,10.46006,9.047481,0.2774306,0.3219713,0.5648383,0.2910568,0.3177995,24.79351,0.5979668,0.5379982,3.482786,23.30257,
19148,16,42,0.7142857,1.683483,2.266273,10.55649,9.044491,0.2766923,0.3192581,0.563375,0.2867694,0.3178563,24.83539,0.5985348,0.5365927,3.449718,23.2377,
19168,16,42,0.7142857,1.687984,2.257472,10.49322,9.005151,0.2770323,0.3179448,0.5630496,0.2875545,0.3194739,24.85693,0.5964674,0.5391043,3.485707,23.40703,
19188,16,44,0.6818182,1.690273,2.253382,10.43464,8.962103,0.275062,0.3172535,0.5616993,0.2875282,0.3200929,24.81793,0.5977061,0.540629,3.467455,23.46597,
19208,16,44,0.6818182,1.690532,2.280132,10.52788,8.892057,0.2750592,0.3214178,0.565294,0.2856752,0.3181677,24.72881,0.5982241,0.5382119,3.499621,23.47787,
19228,16,44,0.6818182,1.690532,2.280132,10.52788,8.892057,0.2750592,0.3214178,0.565294,0.2856752,0.3181677,24.72881,0.5982241,0.5382119,3.499621,23.47787,
19248,16,45,0.6888889,1.681917,2.287546,10.59599,8.917446,0.2760119,0.3222013,0.5669143,0.2855702,0.3184452,24.6358,0.5961803,0.5366328,3.510968,23.43302,
19268,16,48,0.6458333,1.688281,2.274425,10.7282,8.902913,0.2740682,0.3212087,0.5638914,0.2855126,0.3193849,24.56264,0.5995561,0.5352317,3.515032,23.29042,
19288,16,48,0.6458333,1.68338,2.312037,10.63563,8.901367,0.2728674,0.3212838,0.5652773,0.287197,0.3207294,24.50417,0.6027159,0.5330006,3.488025,23.18159,
19308,16,48,0.625,1.688125,2.291673,10.78057,8.887988,0.2726171,0.3181618,0.5562518,0.2875399,0.3230782,24.5344,0.6042668,0.5363885,3.49088,22.9516,
19328,16,47,0.6382979,1.682269,2.312108,10.68031,8.94536,0.2740015,0.3182576,0.5569603,0.2879518,0.3238572,24.52597,0.6032798,0.532945,3.496454,23.05047,
19348,16,47,0.6382979,1.682269,2.312108,10.68031,8.94536,0.2740015,0.3182576,0.5569603,0.2879518,0.3238572,24.52597,0.6032798,0.532945,3.496454,23.05047,
19368,16,47,0.6595744,1.671314,2.282871,10.76522,8.934594,0.2756869,0.3191287,0.5610867,0.2860567,0.3201782,24.51517,0.5999569,0.5328694,3.539683,22.97297,
19388,16,47,0.6595744,1.671314,2.282871,10.76522,8.934594,0.2756869,0.3191287,0.5610867,0.2860567,0.3201782,24.51517,0.5999569,0.5328694,3.539683,22.97297,
19408,16,47,0.680851,1.661404,2.314644,10.66691,9.009674,0.2762283,0.3191504,0.562279,0.2884886,0.3186874,24.51672,0.6031286,0.5354463,3.526406,22.93652,
19428,17,46,0.6956522,1.659818,2.283299,10.70783,8.983289,0.2750562,0.3171729,0.5655718,0.2842921,0.31731,24.53506,0.5985573,0.5374128,3.524496,23.02543,
19448,17,47,0.7021276,1.657697,2.295903,10.68877,9.024686,0.2750131,0.3176474,0.5667661,0.2831939,0.3169245,24.47473,0.6003857,0.5386142,3.530043,22.98216,
19468,17,46,0.7173913,1.655432,2.295649,10.75603,9.004448,0.2762575,0.3177378,0.5676547,0.2835554,0.3149529,24.49563,0.5976854,0.5389988,3.532457,23.04534,
19488,17,45,0.7333333,1.658757,2.310555,10.75761,9.019424,0.2769572,0.3180655,0.5688724,0.283974,0.3143082,24.54742,0.5981134,0.5394641,3.532738,22.9173,
19508,17,44,0.75,1.656243,2.30953,10.83589,9.061057,0.2773692,0.3189005,0.5688718,0.2848078,0.3141194,24.50288,0.598132,0.5392047,3.544945,23.00114,
19528,17,44,0.7272727,1.660331,2.283591,10.95339,9.067547,0.2767884,0.3185743,0.5676185,0.2860582,0.3146933,24.45954,0.6008678,0.5426956,3.55003,23.06784,
19548,17,42,0.7380952,1.653638,2.297833,10.99378,9.042439,0.2769573,0.3200392,0.5698993,0.2875696,0.3154886,24.39434,0.6025952,0.5437383,3.55626,22.94268,
19568,17,40,0.75,1.65021,2.276539,10.90113,9.035733,0.2778447,0.3210043,0.573135,0.2874773,0.3147971,24.52008,0.6067284,0.5442283,3.565681,22.89609,
19588,17,39,0.7948718,1.647169,2.325287,10.92589,9.115402,0.2786144,0.3243118,0.5771599,0.2846289,0.3165542,24.61408,0.6086239,0.5392865,3.588332,22.84496,
19608,17,38,0.7894737,1.6476,2.314013,10.9944,9.166567,0.2772225,0.3211394,0.5759708,0.2861981,0.3172766,24.64406,0.6065175,0.5419489,3.577482,22.90161,
19628,17,37,0.7837838,1.641131,2.297217,10.95747,9.221705,0.2772829,0.317615,0.5738898,0.2879122,0.3168583,24.65861,0.6046709,0.5444705,3.551513,22.79192,
19648,17,37,0.7837838,1.641131,2.297217,10.95747,9.221705,0.2772829,0.317615,0.5738898,0.2879122,0.3168583,24.65861,0.6046709,0.5444705,3.551513,22.79192,
19668,17,37,0.7837838,1.641131,2.297217,10.95747,9.221705,0.2772829,0.317615,0.5738898,0.2879122,0.3168583,24.65861,0.6046709,0.5444705,3.551513,22.79192,
19688,17,35,0.8,1.646349,2.302739,10.99725,9.239095,0.2771953,0.3191371,0.5741382,0.2882068,0.3181466,24.67154,0.6099705,0.5426695,3.555086,22.74834,
19708,17,35,0.8,1.646349,2.302739,10.99725,9.239095,0.2771953,0.3191371,0.5741382,0.2882068,0.3181466,24.67154,0.6099705,0.5426695,3.555086,22.74834,
19728,17,34,0.7941176,1.651054,2.299393,10.9661,9.241237,0.2780942,0.3194312,0.5763488,0.2864849,0.3155371,24.66998,0.6097755,0.5411487,3.562998,22.83079,
19748,17,34,0.7941176,1.651054,2.299393,10.9661,9.241237,0.2780942,0.3194312,0.5763488,0.2864849,0.3155371,24.66998,0.6097755,0.5411487,3.562998,22.83079,
19768,17,32,0.8125,1.646481,2.290273,11.06582,9.298669,0.2781109,0.320015,0.5785589,0.2836783,0.3158509,24.75922,0.610257,0.5392283,3.559076,22.86263,
19788,17,32,0.78125,1.645296,2.287069,11.16481,9.350712,0.2770573,0.3191288,0.5787346,0.2876624,0.317014,24.68451,0.6090451,0.5385281,3.587948,23.02446,
19808,17,32,0.78125,1.645296,2.287069,11.16481,9.350712,0.2770573,0.3191288,0.5787346,0.2876624,0.317014,24.68451,0.6090451,0.5385281,3.587948,23.02446,
19828,17,33,0.7575758,1.644612,2.294244,11.1476,9.323621,0.276591,0.3187972,0.5757915,0.2872624,0.3167632,24.69875,0.6097682,0.5380588,3.605863,23.10788,
19848,17,33,0.7575758,1.644612,2.294244,11.1476,9.323621,0.276591,0.3187972,0.5757915,0.2872624,0.3167632,24.69875,0.6097682,0.5380588,3.605863,23.10788,
19868,17,33,0.7575758,1.644612,2.294244,11.1476,9.323621,0.276591,0.3187972,0.5757915,0.2872624,0.3167632,24.69875,0.6097682,0.5380588,3.605863,23.10788,
19888,17,33,0.7575758,1.644612,2.294244,11.1476,9.323621,0.276591,0.3187972,0.5757915,0.2872624,0.3167632,24.69875,0.6097682,0.5380588,3.605863,23.10788,
19908,17,33,0.7575758,1.644612,2.294244,11.1476,9.323621,0.276591,0.3187972,0.5757915,0.2872624,0.3167632,24.69875,0.6097682,0.5380588,3.605863,23.10788,
19928,17,35,0.7142857,1.645702,2.306061,11.05833,9.308275,0.2759176,0.3179574,0.5760234,0.2865039,0.3170857,24.60238,0.6061665,0.5399223,3.605598,23.06259,
19948,17,35,0.6857143,1.646045,2.326638,11.13696,9.234044,0.2764588,0.3209209,0.5767886,0.2906031,0.3169828,24.50035,0.6049819,0.541979,3.629792,22.99203,
19968,17,36,0.6666667,1.645226,2.311891,11.32061,9.176798,0.2760884,0.3239333,0.5761944,0.2887453,0.316168,24.4862,0.6076044,0.540591,3.634586,22.93401,
19988,17,37,0.6486486,1.647063,2.328115,11.33457,9.204044,0.2755928,0.3236387,0.576292,0.2867126,0.3169462,24.39574,0.6075189,0.5412775,3.664103,22.89605,
20008,17,38,0.6315789,1.652654,2.307246,11.22094,9.198489,0.2742517,0.3232744,0.5762884,0.2861882,0.3191651,24.41285,0.6091221,0.5409845,3.642459,22.80612,
20028,17,38,0.6315789,1.652654,2.307246,11.22094,9.198489,0.2742517,0.3232744,0.5762884,0.2861882,0.3191651,24.41285,0.6091221,0.5409845,3.642459,22.80612,
20048,17,41,0.5853658,1.656147,2.335507,11.35157,9.233739,0.2729273,0.3227465,0.5755182,0.2849871,0.3214401,24.32739,0.6045895,0.5441946,3.638125,22.7589,
20068,17,43,0.5813953,1.656886,2.321254,11.52774,9.192265,0.2725782,0.3214399,0.5733984,0.2856028,0.3220626,24.27457,0.6034227,0.5424967,3.619237,22.72233,
20088,17,45,0.5555556,1.649312,2.314803,11.59132,9.207127,0.273331,0.3212394,0.5725345,0.2857127,0.3199807,24.20992,0.6043295,0.5425692,3.601126,22.82821,
20108,17,44,0.5681818,1.659286,2.327357,11.44482,9.260151,0.2711208,0.3187411,0.5718474,0.2857189,0.3208129,24.16043,0.6056989,0.5469306,3.577232,22.8414,
20128,17,45,0.5555556,1.656392,2.297244,11.43801,9.246663,0.2712719,0.3220249,0.5704244,0.2873143,0.3186897,24.28177,0.607981,0.5481402,3.523108,22.86261,
20148,17,42,0.5714286,1.65051,2.299221,11.26029,9.249596,0.2719159,0.322693,0.5685085,0.2846538,0.3171614,24.28609,0.6038476,0.5477382,3.507071,22.98817,
20168,17,42,0.5714286,1.644777,2.317687,11.26838,9.21131,0.271509,0.3227127,0.5690488,0.284744,0.3156855,24.18357,0.6091671,0.5477015,3.509582,22.98289,
20188,17,42,0.547619,1.645548,2.298205,11.37709,9.180775,0.2714986,0.323933,0.5705501,0.2834238,0.3161102,24.19086,0.606629,0.5474001,3.500043,23.32647,
20208,17,44,0.5681818,1.656157,2.265271,11.46474,9.154194,0.2718825,0.3228644,0.5688785,0.2836283,0.3143319,24.068,0.6021743,0.5455582,3.483326,23.42046,
20228,17,45,0.5777778,1.654872,2.25456,11.43025,9.13583,0.2715381,0.3226055,0.5669116,0.2831968,0.3146464,24.0789,0.6023729,0.5444279,3.475914,23.44527,
20248,17,46,0.5434783,1.671463,2.326813,11.32133,9.097365,0.2704868,0.322173,0.5645466,0.282322,0.3127965,23.96762,0.6037902,0.5446075,3.415838,23.40456,
20268,17,45,0.5555556,1.668818,2.310183,11.34362,9.067274,0.2705212,0.3223233,0.5641389,0.282816,0.312202,24.00937,0.6035993,0.5431966,3.410476,23.42138,
20288,17,44,0.5681818,1.673456,2.307381,11.17941,9.047261,0.2700741,0.3225794,0.5644764,0.2825845,0.3123113,24.04041,0.6035211,0.5421868,3.395598,23.45774,
20308,17,43,0.5581396,1.669699,2.322805,11.25224,9.059602,0.269785,0.3231065,0.5647722,0.2825764,0.3116267,24.07006,0.6028348,0.5437208,3.385185,23.42847,
20328,17,44,0.5681818,1.678409,2.329923,11.22481,9.093965,0.2689246,0.3220897,0.5642459,0.2820762,0.3117075,24.10151,0.6032582,0.544454,3.373157,23.38524,
20348,17,46,0.5652174,1.684692,2.370745,11.25482,9.05753,0.269825,0.3178605,0.5637547,0.2811479,0.3109231,24.12876,0.5995255,0.546855,3.347925,23.33588,
20368,17,44,0.5909091,1.678443,2.367824,11.3768,9.077132,0.2696255,0.319184,0.5666487,0.2793255,0.3105299,24.16794,0.5990689,0.5444102,3.345717,23.4302,
20388,17,41,0.6097561,1.671372,2.36621,11.26979,9.053964,0.2701966,0.3198799,0.5682501,0.2796869,0.3098117,24.06803,0.6014448,0.5420029,3.366653,23.3693,
20408,17,41,0.6097561,1.661811,2.397813,11.18993,9.069004,0.2696111,0.316207,0.5657557,0.2798387,0.310441,24.26298,0.6025506,0.5440565,3.366238,23.32887,
20428,17,41,0.6097561,1.664929,2.405166,11.27085,9.129549,0.2682543,0.3150233,0.5637729,0.2810389,0.3109777,24.34007,0.6024471,0.5454487,3.359151,23.28437,
20448,17,40,0.65,1.655639,2.357106,11.25914,9.132231,0.2676294,0.3156323,0.5651297,0.2815683,0.3113561,24.35871,0.606399,0.5415851,3.375823,23.37663,
20468,17,41,0.6585366,1.663218,2.350886,11.26471,9.140247,0.2676125,0.3150032,0.5633714,0.2832181,0.3143703,24.33403,0.6055039,0.5422017,3.381738,23.47559,
20488,17,41,0.6829268,1.651998,2.319695,11.2782,9.073604,0.2684141,0.3108566,0.5625442,0.2839379,0.3145043,24.3406,0.6037948,0.54145,3.391429,23.59096,
20508,17,39,0.6923077,1.647116,2.32047,11.09713,9.076378,0.2678994,0.3117031,0.5638861,0.2829473,0.3130642,24.36026,0.6062799,0.5422547,3.421442,23.5658,
20528,17,40,0.675,1.643177,2.341563,11.02873,9.084728,0.2678426,0.3118404,0.5638308,0.2832734,0.3120202,24.31482,0.6073657,0.5398508,3.411599,23.63047,
20548,17,40,0.675,1.635199,2.346113,11.1053,9.136165,0.2669905,0.3129144,0.5683069,0.2826966,0.3116496,24.26156,0.6099099,0.5427862,3.452845,23.6014,
20568,17,40,0.675,1.635199,2.346113,11.1053,9.136165,0.2669905,0.3129144,0.5683069,0.2826966,0.3116496,24.26156,0.6099099,0.5427862,3.452845,23.6014,
20588,17,40,0.675,1.635199,2.346113,11.1053,9.136165,0.2669905,0.3129144,0.5683069,0.2826966,0.3116496,24.26156,0.6099099,0.5427862,3.452845,23.6014,
20608,17,41,0.6829268,1.636417,2.332597,11.15118,9.119811,0.266385,0.3138759,0.5703956,0.2819202,0.3123393,24.19091,0.6104786,0.5415897,3.457899,23.55004,
20628,17,41,0.6829268,1.6249,2.369807,11.04795,9.173142,0.2654512,0.3140199,0.5600111,0.2815746,0.3113437,24.34601,0.6127895,0.543394,3.449833,23.61189,
20648,17,41,0.6829268,1.619968,2.364915,11.19085,9.150572,0.2662858,0.3145463,0.5589674,0.2805472,0.3132325,24.36507,0.6119466,0.5434438,3.462883,23.75688,
20668,17,38,0.6842105,1.626795,2.389437,11.21791,9.143562,0.2659638,0.3170206,0.562291,0.2797433,0.3160536,24.36633,0.6100798,0.5427449,3.497852,23.67133,
20688,17,38,0.6842105,1.626795,2.389437,11.21791,9.143562,0.2659638,0.3170206,0.562291,0.2797433,0.3160536,24.36633,0.6100798,0.5427449,3.497852,23.67133,
20708,17,36,0.6944444,1.613886,2.395143,11.34693,9.114537,0.2674641,0.3171724,0.5639943,0.2773997,0.31315,24.30848,0.618507,0.5438425,3.489348,23.77664,
20728,17,36,0.6944444,1.613886,2.395143,11.34693,9.114537,0.2674641,0.3171724,0.5639943,0.2773997,0.31315,24.30848,0.618507,0.5438425,3.489348,23.77664,
20749,17,37,0.7027027,1.619247,2.40575,11.35898,9.052391,0.2669725,0.3170596,0.567112,0.2759639,0.3136673,24.18223,0.6184187,0.5454227,3.517453,23.65252,
20769,17,38,0.6842105,1.625897,2.423296,11.46601,8.998321,0.2674657,0.3160889,0.567204,0.2759925,0.3130007,24.22891,0.6194963,0.5474442,3.512139,23.55148,
20789,17,38,0.6842105,1.625897,2.423296,11.46601,8.998321,0.2674657,0.3160889,0.567204,0.2759925,0.3130007,24.22891,0.6194963,0.5474442,3.512139,23.55148,
20809,17,39,0.6923077,1.623776,2.425322,11.44617,8.957579,0.2677315,0.3156551,0.565315,0.2763748,0.3114168,24.20943,0.620825,0.5462618,3.519014,23.41963,
20829,17,39,0.7435898,1.636689,2.429481,11.63327,8.915819,0.2660485,0.3173816,0.5692658,0.2767425,0.3097221,24.1392,0.6167374,0.5419239,3.508719,23.3565,
20849,17,40,0.725,1.644441,2.403988,11.61853,8.930085,0.2661036,0.315999,0.5687639,0.2772275,0.3095091,24.20744,0.6175128,0.5434186,3.506045,23.2686,
20869,17,40,0.725,1.644441,2.403988,11.61853,8.930085,0.2661036,0.315999,0.5687639,0.2772275,0.3095091,24.20744,0.6175128,0.5434186,3.506045,23.2686,
20889,17,38,0.6842105,1.614418,2.406111,11.52098,8.897099,0.2662051,0.3160161,0.5720912,0.2760194,0.308516,24.34752,0.6257577,0.5443044,3.508476,23.09225,
20909,17,38,0.6842105,1.607871,2.392188,11.39495,8.903166,0.2660563,0.3159679,0.5711957,0.2765751,0.3082523,24.32456,0.6232287,0.543061,3.508815,23.18992,
20929,17,37,0.7027027,1.610829,2.382276,11.51204,8.889242,0.2670677,0.3164861,0.5723057,0.2772163,0.3062839,24.29538,0.6216558,0.5432792,3.52933,23.28599,
20949,17,38,0.6842105,1.609047,2.385973,11.42314,8.886221,0.2661565,0.3151232,0.5704,0.2775451,0.3073669,24.3184,0.6238424,0.5457025,3.51859,23.28715,
20969,17,39,0.6666667,1.606017,2.39418,11.45018,8.843369,0.2658388,0.3146128,0.5688244,0.2763516,0.308353,24.3434,0.6262255,0.5460944,3.510636,23.18899,
20989,17,40,0.675,1.603114,2.381977,11.65233,8.894108,0.2656551,0.3140629,0.569445,0.2761422,0.3078395,24.28106,0.6277631,0.5467416,3.520043,23.15398,
21009,17,40,0.675,1.603114,2.381977,11.65233,8.894108,0.2656551,0.3140629,0.569445,0.2761422,0.3078395,24.28106,0.6277631,0.5467416,3.520043,23.15398,
21029,17,41,0.6585366,1.595937,2.379331,11.47944,8.930167,0.2646525,0.3135329,0.5647389,0.2773437,0.3098371,24.46949,0.6278372,0.5486115,3.476222,23.10755,
21049,17,40,0.65,1.601585,2.400101,11.45494,8.906115,0.2648908,0.3142973,0.5664645,0.2772607,0.3097476,24.41462,0.6280326,0.5472022,3.486205,23.12967,
21069,17,41,0.6097561,1.599385,2.397711,11.39877,8.936231,0.2654845,0.3126663,0.5662813,0.2776864,0.3100066,24.48031,0.6297089,0.5499059,3.461896,23.15069,
21089,17,42,0.6428571,1.611233,2.397575,11.20244,8.970854,0.2654073,0.3126664,0.5679206,0.2780615,0.3098005,24.46536,0.6270149,0.5505221,3.438719,23.31837,
21109,17,44,0.6136364,1.614766,2.420894,11.33685,8.962653,0.2657146,0.3140486,0.5695977,0.2790282,0.3081492,24.38225,0.6316237,0.5514575,3.458687,23.31812,
