TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,VA_BOOST_LIKELIHOOD,VA_BOOST_STRENGTH,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
31620,25,1914,0.8322884,0.7711513,1.003605,0.720629,3.363302,0,0.1087191,0.05789559,0.2090966,0.3967128,0.5851133,0.7541681,6.673547,0.5214089,0.05324698,6.500162,8.744403,
31640,25,1918,0.826903,0.7716466,1.004281,0.7202421,3.361566,0,0.1086058,0.05791774,0.2090093,0.397889,0.586065,0.7544405,6.668916,0.5219783,0.05329779,6.492591,8.762862,
31660,25,1932,0.8193582,0.7720158,1.005514,0.7207556,3.353499,0,0.1087043,0.05794374,0.2093155,0.3998956,0.585905,0.754104,6.680309,0.5219442,0.05331147,6.498551,8.783979,
31680,25,1930,0.8222798,0.7720345,1.005274,0.7220819,3.353208,0,0.1088159,0.05799585,0.2096553,0.3992469,0.5854818,0.754186,6.678716,0.5215608,0.05307735,6.512831,8.797663,
31701,25,1930,0.823316,0.770714,1.006828,0.7221683,3.350874,0,0.1088056,0.05823204,0.2092811,0.3984701,0.5864335,0.7537047,6.67913,0.5212474,0.05312388,6.511349,8.822503,
31721,25,1922,0.8257024,0.7705872,1.008014,0.7209716,3.347213,0,0.1087308,0.05811369,0.2092387,0.3986772,0.5857083,0.7543153,6.680081,0.521143,0.05305672,6.501334,8.820257,
31741,25,1923,0.825793,0.770509,1.007217,0.7199876,3.35039,0,0.1090406,0.05788297,0.209685,0.3987413,0.5849503,0.7534593,6.681108,0.521574,0.0531401,6.497521,8.79449,
31761,25,1924,0.8238046,0.7699817,1.007092,0.7210346,3.353575,0,0.1090724,0.05789876,0.2099595,0.3980551,0.5838456,0.7515364,6.681533,0.5210053,0.05314586,6.517801,8.808803,
31781,25,1920,0.825,0.7698721,1.007217,0.7204823,3.351877,0,0.1089809,0.05778262,0.2100412,0.3977542,0.5855942,0.7512423,6.686263,0.5216256,0.0529906,6.509284,8.771435,
31801,25,1928,0.8246888,0.7701243,1.006432,0.7210689,3.350065,0,0.108957,0.0576432,0.2098011,0.3969272,0.5870662,0.7512373,6.681503,0.5215775,0.05303686,6.505619,8.77419,
31821,25,1933,0.8235903,0.7706261,1.006795,0.7201359,3.34869,0,0.1087385,0.05770255,0.210344,0.3958508,0.5874277,0.7514465,6.686274,0.5220909,0.0530303,6.506032,8.786626,
31841,25,1928,0.8231328,0.7715365,1.007655,0.7205976,3.343183,0,0.1084448,0.05779006,0.2102415,0.3946307,0.5877976,0.751747,6.700498,0.5212769,0.05295467,6.496255,8.780275,
31861,25,1925,0.8228571,0.7719954,1.0074,0.7201162,3.336706,0,0.1083752,0.05778959,0.2100523,0.3933357,0.5873434,0.7517065,6.721278,0.5218531,0.05281295,6.488986,8.784734,
31881,25,1930,0.8222798,0.7718672,1.008179,0.7195984,3.332198,0,0.1084206,0.05778823,0.2095563,0.3935739,0.587759,0.7505203,6.708469,0.5216337,0.0527919,6.473557,8.787946,
31901,25,1933,0.8225556,0.7723245,1.009802,0.7194049,3.326018,0,0.1083141,0.05778272,0.2096443,0.3931901,0.5885615,0.751667,6.697108,0.5218483,0.052815,6.452163,8.796985,
31921,25,1935,0.8206719,0.7731816,1.007157,0.7203005,3.321871,0,0.1086589,0.05777976,0.2100064,0.3941848,0.589869,0.7513753,6.705735,0.5220563,0.0527412,6.435508,8.806443,
31941,25,1936,0.8228306,0.7726246,1.005338,0.7194566,3.319109,0,0.1089867,0.05776973,0.2100398,0.3927797,0.5923891,0.7511033,6.717187,0.5226564,0.05270546,6.439937,8.833275,
31961,25,1932,0.823499,0.7716923,1.005527,0.7190222,3.321612,0,0.1092428,0.05775967,0.2097279,0.3927571,0.5922617,0.7518089,6.707924,0.5228622,0.05278056,6.427135,8.836723,
31981,25,1913,0.8269733,0.7727463,1.005218,0.719559,3.324381,0,0.1093593,0.05786536,0.2099236,0.3925457,0.5916361,0.7521738,6.708371,0.5227337,0.05262563,6.418726,8.82937,
32001,25,1899,0.8288573,0.7733364,1.006045,0.7203032,3.326227,0,0.1095569,0.05809424,0.2097684,0.3925144,0.5919693,0.7530005,6.70616,0.5227297,0.05273185,6.413586,8.82701,
32021,25,1899,0.8309637,0.7742248,1.005721,0.7209454,3.327515,0,0.1094665,0.05809388,0.2092408,0.3930147,0.5910401,0.7538515,6.705885,0.5230337,0.05280822,6.434431,8.801065,
32041,25,1895,0.8327177,0.7749994,1.005862,0.7198527,3.330406,0,0.1095084,0.05804088,0.2090297,0.3926364,0.5918891,0.7536923,6.708563,0.5230143,0.05278238,6.440373,8.794247,
32061,25,1908,0.8286164,0.7747672,1.006711,0.7193617,3.330508,0,0.1094657,0.05804145,0.2081682,0.3913154,0.59253,0.753902,6.710143,0.5228869,0.05270752,6.439383,8.796585,
32081,25,1912,0.8300209,0.7740165,1.006013,0.7190211,3.330623,0,0.1094946,0.05807725,0.2074575,0.3924033,0.5914139,0.753777,6.713852,0.5232354,0.05281996,6.424387,8.770869,
32101,25,1919,0.8290777,0.7740575,1.005788,0.7191888,3.333661,0,0.1098332,0.05812417,0.2073912,0.3927565,0.5907754,0.7539419,6.703565,0.523541,0.05287038,6.421914,8.744749,
32122,25,1932,0.8271222,0.7737454,1.006887,0.7177345,3.333726,0,0.1098709,0.05813209,0.2075882,0.3927574,0.5887757,0.7537024,6.703534,0.5236403,0.05265485,6.417528,8.755062,
32142,25,1941,0.8258629,0.7737111,1.005322,0.7167801,3.338807,0,0.1095037,0.05807161,0.2069328,0.3920821,0.5878766,0.7539287,6.698505,0.523821,0.05252388,6.41865,8.734827,
32162,25,1940,0.8262886,0.7732851,1.003902,0.7164512,3.342779,0,0.1092915,0.05801679,0.2068021,0.3911619,0.5866845,0.7536359,6.691362,0.5236624,0.05256679,6.433743,8.719278,
32182,25,1945,0.82982,0.7736548,1.002649,0.7159202,3.338806,0,0.1091122,0.05792592,0.2074351,0.3909372,0.5861138,0.7539707,6.682517,0.5238352,0.05250067,6.453696,8.721992,
32202,25,1950,0.8297436,0.7723277,1.002825,0.7166591,3.338066,0,0.1090115,0.05805468,0.2068736,0.3914326,0.5854602,0.7545398,6.664122,0.5238677,0.0525406,6.451165,8.720828,
32222,25,1938,0.8348813,0.7716035,1.003135,0.7160154,3.337335,0,0.10912,0.05812332,0.207537,0.391391,0.5843965,0.7542234,6.659629,0.5240714,0.05253673,6.442615,8.697417,
32242,25,1943,0.8327329,0.772738,1.00318,0.7165199,3.332673,0,0.109442,0.05799726,0.2074008,0.3906597,0.5840728,0.7560633,6.662596,0.523526,0.05254661,6.44124,8.68305,
32262,25,1937,0.8358286,0.7724082,1.001963,0.7167038,3.331291,0,0.109628,0.05782396,0.2072265,0.3911528,0.5840424,0.7564141,6.661429,0.5236435,0.05282598,6.442529,8.674238,
32282,25,1932,0.8374741,0.7728046,1.001893,0.7179906,3.328465,0,0.1097298,0.05779188,0.207207,0.3908037,0.5831457,0.7566403,6.666268,0.5236233,0.05289371,6.457362,8.672616,
32302,25,1924,0.8409563,0.7738778,1.001331,0.7179664,3.327358,0,0.1095423,0.0577508,0.2072084,0.3913813,0.5821388,0.7566987,6.672225,0.5236531,0.05298449,6.463786,8.674521,
32322,25,1914,0.8411703,0.7745526,1.001835,0.7189886,3.329122,0,0.1096795,0.05767097,0.2070189,0.3916485,0.5813594,0.7566659,6.679521,0.5239505,0.05295585,6.448451,8.670854,
32342,25,1909,0.8433735,0.7745152,1.001659,0.7186935,3.33086,0,0.1094666,0.05766259,0.2070723,0.3911974,0.5815156,0.7578139,6.687814,0.5236255,0.05299944,6.445909,8.680515,
32362,25,1910,0.8403141,0.7759326,1.001957,0.7187021,3.333786,0,0.1091212,0.05786714,0.207448,0.3914291,0.5824781,0.7587321,6.701855,0.5238035,0.05331443,6.438375,8.67714,
32382,25,1917,0.8424622,0.7752672,1.002614,0.7185628,3.339145,0,0.1089709,0.05799181,0.2072971,0.3916143,0.5818852,0.758822,6.707192,0.5237172,0.05327499,6.434062,8.667212,
32402,26,1921,0.8438314,0.7747825,1.00295,0.718302,3.340204,0,0.1090437,0.0578989,0.2070402,0.3912163,0.581215,0.7584111,6.699341,0.5235368,0.05322412,6.41614,8.654695,
32422,27,1911,0.8440607,0.7756715,1.003729,0.7175537,3.341274,0,0.108991,0.05797796,0.2078573,0.3913045,0.5818413,0.7583482,6.69152,0.5237125,0.05316423,6.421465,8.683182,
32442,27,1902,0.8443744,0.7756686,1.005057,0.7157015,3.348786,0,0.1091796,0.05802539,0.2076537,0.3906792,0.5810109,0.7581697,6.689235,0.5229436,0.05312509,6.413875,8.691906,
32462,27,1893,0.8473323,0.7754815,1.005695,0.7158607,3.344625,0,0.109224,0.05797178,0.2072613,0.3898473,0.5821579,0.7576851,6.695769,0.5229778,0.05315058,6.412261,8.68383,
32482,27,1894,0.8495248,0.7742841,1.00586,0.7158948,3.342175,0,0.1092556,0.0578447,0.2069732,0.3888502,0.5823861,0.7577665,6.700555,0.5231941,0.05317686,6.40285,8.674849,
32502,27,1892,0.8493658,0.773526,1.006144,0.716052,3.337583,0,0.1093412,0.05775357,0.2071515,0.3889772,0.5838233,0.7571638,6.705769,0.5235005,0.05327478,6.393019,8.670543,
32522,27,1878,0.8535676,0.7742111,1.006953,0.7160372,3.33542,0,0.1096235,0.05739393,0.2072648,0.3888991,0.5844216,0.7571355,6.70462,0.5239224,0.05350137,6.384994,8.665153,
32543,27,1870,0.8550802,0.7738464,1.007699,0.7160755,3.336049,0,0.1097814,0.05728962,0.2072468,0.3890156,0.5844851,0.7570361,6.702306,0.524345,0.0535476,6.396748,8.66869,
32563,27,1859,0.859064,0.7728892,1.00873,0.7165485,3.336805,0,0.1094417,0.05733911,0.206722,0.3891171,0.5858192,0.7561475,6.707823,0.524594,0.05367021,6.395806,8.669622,
32583,27,1849,0.8615468,0.7727058,1.00928,0.7168282,3.335363,0,0.1094816,0.05738758,0.2075565,0.3896355,0.5861191,0.756231,6.717459,0.5252438,0.05368033,6.389861,8.664301,
32603,27,1850,0.8627027,0.7723813,1.00966,0.7167352,3.335864,0,0.1093489,0.05734016,0.2066779,0.3889804,0.5842108,0.7557014,6.714846,0.5255522,0.05338159,6.385387,8.659558,
32623,27,1848,0.8658009,0.771798,1.00894,0.716426,3.336063,0,0.1096001,0.05739277,0.2065794,0.3884286,0.5842799,0.7559215,6.708,0.5255708,0.05346212,6.386715,8.656296,
32643,27,1843,0.8692349,0.7711566,1.00839,0.7172661,3.332565,0,0.1096397,0.05737152,0.206564,0.3880678,0.5857592,0.7558206,6.704784,0.5254058,0.05336446,6.389554,8.687374,
32663,27,1841,0.8701792,0.7706922,1.007511,0.7180536,3.328751,0,0.1098152,0.0574245,0.2064267,0.3883225,0.5855195,0.7553436,6.71331,0.5253797,0.05337062,6.38964,8.66548,
32683,27,1834,0.8735005,0.7701795,1.006331,0.7184095,3.327351,0,0.1101138,0.05744294,0.206331,0.3873847,0.5862503,0.7550126,6.720529,0.5255214,0.0532694,6.379293,8.672339,
32703,27,1822,0.874314,0.7698625,1.006965,0.7188883,3.32671,0,0.1101423,0.05740609,0.2064642,0.3876429,0.5859592,0.7553586,6.726782,0.525236,0.05328482,6.375756,8.659229,
32723,27,1813,0.8758963,0.7698804,1.006805,0.7192479,3.328907,0,0.1100878,0.05728571,0.2070576,0.3879903,0.5854538,0.7551919,6.723844,0.5250419,0.0533196,6.368799,8.651949,
32743,27,1808,0.875,0.7686924,1.007536,0.7186548,3.328086,0,0.1100507,0.05731957,0.2074661,0.3879484,0.5844538,0.7545133,6.714575,0.5244737,0.05333034,6.37798,8.638398,
32763,27,1803,0.8774265,0.7691696,1.006623,0.7182056,3.330013,0,0.1100555,0.05732065,0.2079621,0.3886327,0.5829778,0.7546415,6.719145,0.5246561,0.05334524,6.384593,8.636815,
32783,27,1800,0.875,0.7691703,1.006527,0.7176911,3.32658,0,0.1099145,0.05750311,0.2078088,0.3903713,0.5825198,0.7548484,6.728111,0.5241921,0.0532156,6.383994,8.64222,
32803,27,1801,0.8756247,0.7694365,1.007542,0.7170164,3.324377,0,0.1098586,0.05764832,0.2078514,0.3920432,0.581231,0.7561964,6.735787,0.5238364,0.05317796,6.393249,8.659193,
32823,27,1793,0.8767429,0.7690095,1.0069,0.7166732,3.323384,0,0.1099071,0.05755034,0.2080684,0.3924172,0.5820052,0.7571509,6.743649,0.5238711,0.05319743,6.378668,8.653053,
32843,27,1795,0.8729805,0.7687336,1.005576,0.7161348,3.321893,0,0.109799,0.0575115,0.2073969,0.39329,0.5820335,0.7572103,6.737871,0.5238395,0.05310922,6.364957,8.650577,
32863,27,1797,0.8742349,0.7682791,1.006626,0.715871,3.323487,0,0.1095557,0.05757739,0.2074466,0.3920205,0.5819076,0.7580035,6.720404,0.5232921,0.05313906,6.37034,8.661381,
32883,27,1804,0.8741685,0.7678801,1.006118,0.7158828,3.32317,0,0.1095884,0.05788787,0.2075956,0.3921806,0.5821064,0.7575405,6.698491,0.5234582,0.0531731,6.386056,8.660576,
32903,27,1803,0.8724349,0.7674258,1.005915,0.7168705,3.320298,0,0.109696,0.05782229,0.2069357,0.3937761,0.5804614,0.7579529,6.704763,0.523488,0.05318243,6.378109,8.652579,
32923,27,1794,0.8740245,0.7671199,1.006073,0.7167419,3.319617,0,0.1101343,0.05776461,0.2068197,0.3936003,0.5786501,0.7577234,6.703832,0.5237175,0.05319908,6.398168,8.62163,
32944,27,1784,0.8744395,0.7665699,1.006266,0.7159811,3.313491,0,0.1099185,0.05775382,0.2066531,0.39291,0.5792512,0.7578334,6.704444,0.5241419,0.05323365,6.390088,8.596812,
32964,27,1793,0.874512,0.7668089,1.005896,0.7159625,3.307053,0,0.109633,0.05773038,0.2067334,0.3926901,0.577532,0.7575575,6.697812,0.5242869,0.05328171,6.377177,8.584992,
32984,27,1818,0.8690869,0.7677166,1.005837,0.7155525,3.300717,0,0.1097169,0.05786678,0.2062452,0.393586,0.5772613,0.7576554,6.686518,0.5236178,0.05321683,6.369053,8.555029,
33004,27,1839,0.8607939,0.7688758,1.005107,0.7143308,3.298268,0,0.1097218,0.05799862,0.205992,0.3944536,0.5791983,0.7581518,6.681593,0.5238031,0.05321101,6.363917,8.570191,
33024,27,1850,0.8594595,0.7693043,1.005248,0.7133976,3.298989,0,0.1096727,0.05817993,0.2059308,0.3943416,0.5804989,0.7592213,6.674975,0.5245299,0.05323268,6.36192,8.594453,
33044,27,1860,0.8591398,0.7687549,1.00572,0.711992,3.29915,0,0.1098018,0.05806967,0.2051162,0.3945005,0.58109,0.7594209,6.6673,0.5251827,0.05322787,6.356419,8.58883,
33064,27,1859,0.8585261,0.7682675,1.006634,0.7119359,3.299264,0,0.1096616,0.0580834,0.2047151,0.3949314,0.5806379,0.7593152,6.652967,0.5252156,0.05317177,6.342837,8.566635,
33084,27,1856,0.8588362,0.7680486,1.006772,0.7113429,3.303498,0,0.1094289,0.05801667,0.204587,0.3939634,0.5822689,0.7591805,6.648637,0.5255623,0.05325818,6.333076,8.56512,
33104,27,1854,0.8586839,0.7685215,1.006914,0.7114345,3.305577,0,0.1093858,0.05786048,0.2046446,0.394123,0.5831891,0.759588,6.640394,0.5248973,0.0532901,6.345071,8.567466,
33124,27,1849,0.857761,0.7679754,1.006904,0.7106751,3.30678,0,0.1095135,0.05779506,0.2046311,0.393799,0.5824111,0.7584475,6.632965,0.5248526,0.05327825,6.348542,8.541484,
33144,27,1850,0.8578379,0.7677814,1.006681,0.7098649,3.305676,0,0.1093486,0.05774528,0.2045863,0.3940244,0.5817639,0.7587985,6.629325,0.5241117,0.053286,6.333876,8.533111,
33164,27,1863,0.8566828,0.7670509,1.007409,0.7096606,3.304858,0,0.1093916,0.05761804,0.2047529,0.3940501,0.5822715,0.7581785,6.627614,0.5234361,0.05324462,6.327321,8.535488,
33184,27,1855,0.8598382,0.7666444,1.007272,0.7087193,3.305145,0,0.1092901,0.0574963,0.2049193,0.3928665,0.5827068,0.7574943,6.641295,0.523263,0.05321125,6.334539,8.551778,
33204,27,1840,0.8625,0.766292,1.007715,0.708682,3.304499,0,0.1092855,0.0574596,0.2053291,0.3929513,0.5829361,0.757001,6.64972,0.5235199,0.05319236,6.331218,8.560765,
33224,27,1825,0.8679452,0.7666168,1.008266,0.7092785,3.302415,0,0.1092179,0.05739925,0.205067,0.3927151,0.583926,0.7575153,6.649449,0.5236539,0.05315258,6.342671,8.570708,
33244,27,1825,0.8673972,0.7663262,1.008611,0.7095321,3.301943,0,0.1090062,0.05739172,0.2049543,0.3918796,0.5830248,0.7576711,6.655195,0.5240716,0.05318808,6.359996,8.589562,
33264,27,1821,0.8665568,0.766263,1.007974,0.7093204,3.29936,0,0.1092326,0.0573669,0.2048387,0.3919895,0.5814884,0.7575181,6.655272,0.5239246,0.05318242,6.370952,8.560024,
33284,27,1829,0.8687807,0.765912,1.007586,0.7095024,3.297054,0,0.1092088,0.05741057,0.2040935,0.3935369,0.5825819,0.7565964,6.648771,0.5242752,0.05320713,6.355673,8.550226,
33304,27,1827,0.8702791,0.7662079,1.008894,0.7100562,3.29458,0,0.1091938,0.05738024,0.2040734,0.3940656,0.5825171,0.7562934,6.651284,0.5242534,0.05320083,6.354807,8.550969,
33324,27,1812,0.8763797,0.7658229,1.009478,0.7097513,3.295209,0,0.108959,0.0574201,0.2045792,0.3944342,0.5827466,0.7556363,6.653606,0.5242823,0.05320885,6.353586,8.565191,
33344,27,1813,0.8731384,0.7660471,1.010231,0.7093684,3.293789,0,0.1090672,0.057744,0.203937,0.3947701,0.5811377,0.7548549,6.650669,0.5235868,0.05316515,6.365667,8.557736,
33364,27,1810,0.8723757,0.7658703,1.009192,0.7093757,3.29239,0,0.1090288,0.05782212,0.2034389,0.3943563,0.5815271,0.7548181,6.646809,0.5233955,0.05318083,6.369133,8.548133,
33384,27,1820,0.8725275,0.7654837,1.009484,0.7101423,3.290575,0,0.1088974,0.05787921,0.2029885,0.3952893,0.5819486,0.7555244,6.648494,0.5232829,0.05323005,6.361022,8.576836,
33405,27,1823,0.8721887,0.7651464,1.010858,0.7104554,3.286371,0,0.1088379,0.05792359,0.2033323,0.3956651,0.5824068,0.7550579,6.648638,0.522859,0.05322884,6.36395,8.568984,
33425,27,1823,0.8699945,0.7648464,1.011529,0.7107463,3.284928,0,0.1090549,0.05802035,0.2038372,0.3961508,0.5810749,0.7553327,6.642473,0.5217938,0.05324381,6.373892,8.548222,
33445,27,1834,0.868048,0.7636897,1.012468,0.7115388,3.284101,0,0.1092141,0.05811105,0.203637,0.3975178,0.5800669,0.7555355,6.639261,0.521259,0.05317019,6.382375,8.549175,
33465,27,1861,0.8667383,0.7614166,1.014193,0.7104922,3.289088,0,0.1091624,0.05821578,0.2027587,0.3962926,0.5804835,0.7554306,6.632277,0.5208387,0.05312599,6.384984,8.561479,
33485,27,1876,0.8662047,0.7606933,1.014065,0.7091134,3.28303,0,0.1089941,0.05829287,0.2022106,0.395408,0.580592,0.7539968,6.621167,0.5204066,0.05324069,6.383281,8.551156,
33505,27,1885,0.8636605,0.7607949,1.01338,0.70873,3.285278,0,0.1093255,0.05828788,0.201955,0.3945611,0.5798573,0.7536814,6.621815,0.5202669,0.05319439,6.382895,8.545125,
33525,27,1899,0.8604529,0.7602918,1.013813,0.7090563,3.286124,0,0.1096957,0.05824824,0.2013438,0.3960609,0.5820296,0.7540107,6.602245,0.5205688,0.05326963,6.365042,8.578172,
33545,27,1894,0.8600845,0.7601997,1.012324,0.709002,3.287652,0,0.1098228,0.05829921,0.2017386,0.3961315,0.5812285,0.754859,6.586944,0.5203581,0.05322019,6.367764,8.562698,
33565,27,1893,0.8631802,0.7607502,1.011703,0.7090102,3.28746,0,0.1102611,0.05845964,0.2016587,0.3948911,0.5835764,0.7549518,6.578146,0.520344,0.05308465,6.359191,8.557267,
33585,27,1884,0.8646497,0.7620149,1.010797,0.7096774,3.28854,0,0.110479,0.05838095,0.201673,0.3947882,0.5840913,0.7551113,6.578332,0.5207997,0.05311855,6.357344,8.549531,
33605,27,1871,0.8653127,0.7608067,1.010635,0.7098819,3.287297,0,0.1102379,0.05840743,0.2021041,0.3944672,0.5845253,0.756162,6.598711,0.5208519,0.05310921,6.374661,8.563821,
33625,27,1881,0.861244,0.7599724,1.01215,0.7097035,3.278104,0,0.1102996,0.05840489,0.2017005,0.3952157,0.5852417,0.7561725,6.587743,0.5209016,0.05300555,6.38377,8.559293,
33645,27,1882,0.8623804,0.7591963,1.013337,0.7096928,3.274437,0,0.1102064,0.05849833,0.2022393,0.3943495,0.5862035,0.7555497,6.605874,0.5204248,0.05300498,6.403051,8.564418,
33665,27,1874,0.8633938,0.7601561,1.014228,0.7090006,3.275127,0,0.110125,0.05836814,0.2029495,0.3930587,0.58616,0.7553539,6.614083,0.5211071,0.05306157,6.409242,8.601802,
33685,27,1871,0.8621058,0.7593651,1.014245,0.7083286,3.274817,0,0.1100761,0.05834572,0.2032598,0.3937402,0.5865504,0.7547926,6.625947,0.521429,0.05324235,6.410653,8.619877,
33705,27,1868,0.864561,0.7588722,1.013998,0.7082786,3.274163,0,0.1102541,0.0582553,0.2043062,0.393393,0.5864457,0.7551124,6.624111,0.5212479,0.05318141,6.426559,8.62445,
33725,27,1862,0.8657358,0.7591718,1.014236,0.7084773,3.276784,0,0.1106713,0.05817007,0.2044304,0.3930534,0.5848119,0.7547758,6.626666,0.52261,0.05328187,6.42481,8.600082,
33745,27,1873,0.8665243,0.7593228,1.015174,0.7091111,3.276356,0,0.1105914,0.05814154,0.2042041,0.3931227,0.5856,0.7547634,6.62921,0.5227525,0.05333618,6.415524,8.59563,
33766,27,1880,0.8632979,0.759299,1.015423,0.7095055,3.27763,0,0.110609,0.05812604,0.2044193,0.3938515,0.5855209,0.7545332,6.629257,0.5227084,0.05334732,6.409775,8.635994,
33786,27,1894,0.8611404,0.7590351,1.016947,0.7108738,3.27314,0,0.1106091,0.05824754,0.204271,0.3949388,0.5847368,0.7550038,6.628265,0.5221813,0.05331619,6.420761,8.672043,
33806,27,1912,0.8582636,0.7577792,1.016213,0.7109396,3.267769,0,0.1107377,0.05836672,0.2038022,0.3953483,0.5857176,0.7532883,6.627812,0.5216733,0.05332198,6.413609,8.670322,
33826,27,1918,0.862878,0.7576671,1.014432,0.7116885,3.266955,0,0.1106024,0.05827635,0.2033236,0.3939081,0.5857437,0.7521302,6.61928,0.5217915,0.05329927,6.412709,8.655012,
33846,27,1916,0.8653445,0.7572534,1.013598,0.7114636,3.266814,0,0.1107069,0.05856477,0.2028857,0.3933782,0.5845111,0.7527611,6.610517,0.5225279,0.05336804,6.403663,8.64414,
33866,27,1914,0.8657262,0.757116,1.012701,0.7111487,3.269272,0,0.1108304,0.05837158,0.2031258,0.3934024,0.5824822,0.7533126,6.624547,0.5231872,0.05341922,6.404746,8.610277,
33886,27,1923,0.8585544,0.7561998,1.012258,0.7107303,3.264431,0,0.110948,0.05834848,0.202814,0.3935768,0.5790217,0.753634,6.638579,0.5241508,0.05338712,6.432708,8.604625,
33906,27,1924,0.8586279,0.7573673,1.013175,0.7098041,3.264321,0,0.110834,0.05829974,0.202552,0.3937115,0.5773452,0.7538797,6.643405,0.5244186,0.05347841,6.44501,8.598229,
33926,27,1920,0.8567708,0.7578058,1.013651,0.7090149,3.263432,0,0.1107905,0.05831416,0.2025755,0.3945546,0.5775802,0.7547188,6.637072,0.5245327,0.05348603,6.457361,8.603459,
33946,27,1923,0.8554342,0.7594112,1.015079,0.7092397,3.266712,0,0.1105335,0.05830497,0.202597,0.3948748,0.5779874,0.7554854,6.631123,0.5243289,0.05355128,6.471155,8.612437,
33966,27,1925,0.852987,0.7608327,1.01474,0.7096933,3.265725,0,0.1105861,0.05820074,0.2022368,0.395542,0.5782059,0.7550672,6.631055,0.5238721,0.05355547,6.469385,8.665279,
33986,27,1927,0.8541775,0.7613867,1.014906,0.710555,3.263803,0,0.1105312,0.05819847,0.2021103,0.3956013,0.5781456,0.7556788,6.635728,0.5237192,0.05355135,6.454188,8.668331,
34006,27,1931,0.852926,0.7627844,1.014308,0.7105002,3.264491,0,0.1104186,0.05796419,0.2019045,0.3950242,0.5781443,0.7557619,6.64044,0.523807,0.05361627,6.445385,8.672425,
34026,27,1922,0.8532779,0.7626464,1.01345,0.7094064,3.264007,0,0.1103206,0.05779891,0.2023681,0.3947753,0.5798348,0.7555287,6.635459,0.5236602,0.05366449,6.45144,8.703978,
34046,27,1929,0.8564023,0.7619456,1.013145,0.7093348,3.257282,0,0.1101543,0.05771833,0.2021141,0.3951024,0.5817789,0.7556646,6.632905,0.5232796,0.05365802,6.436625,8.701077,
34066,27,1914,0.8563218,0.7614509,1.013236,0.7086133,3.25476,0,0.1101457,0.05768471,0.2014839,0.3941731,0.5821926,0.7558889,6.635116,0.5233319,0.05362453,6.411637,8.700707,
34086,27,1920,0.8552083,0.761103,1.014074,0.7078422,3.249276,0,0.1102237,0.05775602,0.2012378,0.3937592,0.5819413,0.7564107,6.618528,0.5230328,0.05367815,6.402521,8.710818,
34106,27,1918,0.8555787,0.7609953,1.014815,0.7077159,3.249903,0,0.1100756,0.05788225,0.2014416,0.3935974,0.5829254,0.7574269,6.621985,0.5227732,0.05354149,6.410146,8.717894,
34126,27,1912,0.8535565,0.7610055,1.014922,0.7073209,3.249156,0,0.1101259,0.05792505,0.2019032,0.3944704,0.5838144,0.7579798,6.621521,0.522918,0.05355395,6.393047,8.705709,
34147,27,1912,0.8498954,0.7608262,1.014052,0.7076904,3.249758,0,0.1102381,0.05773235,0.2016726,0.3959419,0.5859799,0.7569833,6.624387,0.5231526,0.05357366,6.376233,8.693531,
34167,27,1918,0.8482795,0.7601929,1.013445,0.7064618,3.249111,0,0.1102037,0.05764211,0.2011887,0.3970613,0.5882917,0.7566698,6.615563,0.5230567,0.05356865,6.388823,8.690763,
34187,27,1936,0.8424587,0.758768,1.014111,0.7073792,3.247061,0,0.1104245,0.05775513,0.200775,0.3967479,0.589645,0.7556132,6.599848,0.5222376,0.05357429,6.378234,8.698386,
34207,27,1947,0.8438624,0.7585372,1.01331,0.7081399,3.247731,0,0.1106059,0.05803638,0.2003045,0.3967569,0.5896336,0.7531948,6.596353,0.5223995,0.0536479,6.365954,8.727731,
34227,27,1944,0.8451646,0.7588889,1.012728,0.7076535,3.249179,0,0.1106541,0.05806655,0.2005679,0.3969324,0.5874464,0.7517943,6.581177,0.5221308,0.05368686,6.372776,8.728293,
34247,27,1933,0.8479048,0.7596554,1.013417,0.7069034,3.248949,0,0.1104692,0.05807339,0.2010864,0.39585,0.5882211,0.7506676,6.572607,0.5225787,0.05371068,6.356441,8.724956,
34267,27,1927,0.8505449,0.7593833,1.013811,0.706762,3.250787,0,0.1105168,0.05820004,0.2011517,0.3947312,0.5882224,0.7511191,6.575301,0.5227164,0.05365881,6.348731,8.7208,
34287,27,1925,0.8535065,0.7592896,1.013595,0.7070394,3.251093,0,0.1103468,0.05817321,0.2013966,0.3954098,0.5861522,0.7501503,6.573893,0.5226092,0.05370027,6.356122,8.689934,
34307,27,1913,0.8572922,0.7587874,1.012333,0.7066723,3.254116,0,0.1103588,0.05800636,0.2013471,0.3947985,0.585743,0.7504691,6.58212,0.5223161,0.05376469,6.350388,8.709102,
34327,27,1907,0.8563188,0.7584851,1.013858,0.7064703,3.256049,0,0.1103475,0.05803128,0.2015468,0.3954646,0.5857821,0.7521357,6.579634,0.5223742,0.05372693,6.357647,8.710115,
